hr,name,ra_deg,dec_deg,magnitude,constellation
3947,η Ant,149.7179,-35.8910,5.23,Antlia
4220,HR 4220,161.6233,-64.2632,5.23,Carina
4251,HR 4251,163.3730,-20.1387,5.23,Hydra
4916,Taiyi,193.8690,65.4385,5.23,Draco
5516,56 Hya,221.9367,-26.0875,5.23,Hydra
5837,HR 5837,235.6597,-37.4249,5.23,Lupus
6063,σ CrB,243.6703,33.8586,5.23,Corona Borealis
6245,HR 6245,252.8905,-41.2305,5.23,Scorpius
6280,23 Oph,253.6487,-6.1540,5.23,Ophiuchus
6573,26 Dra,263.7475,61.8746,5.23,Draco
7266,19 Aql,287.2496,6.0732,5.23,Aquila
7657,16 Vul,300.5059,24.9380,5.23,Vulpecula
35,θ Scl,2.9333,-35.1331,5.24,Sculptor
242,ρ Phe,12.6715,-50.9868,5.24,Phoenix
493,107 Psc,25.6241,20.2685,5.24,Pisces
890,HR 890,45.2175,52.3517,5.24,Perseus
1010,Zet-2 Ret,49.5496,-62.5064,5.24,Reticulum
1100,20 Eri,54.0726,-17.4671,5.24,Eridanus
1146,24 Eri,56.1271,-1.1631,5.24,Eridanus
1181,Tau-7 Eri,56.9152,-23.8747,5.24,Eridanus
1188,HR 1188,57.5789,25.5794,5.24,Taurus
1395,η Ret,65.4719,-63.3864,5.24,Reticulum
1452,HR 1452,68.5490,-8.9703,5.24,Eridanus
1751,16 Cam,80.8660,57.5444,5.24,Camelopardalis
1901,45 Ori,83.9145,-4.8561,5.24,Orion
2483,Psi-5 Aur,101.6847,43.5774,5.24,Auriga
2791,HR 2791,109.6396,-39.2103,5.24,Puppis
2880,Del-1 CMi,113.0248,1.9145,5.24,Canis Minor
3420,η Pyx,129.4673,-26.2550,5.24,Pyxis
3674,HR 3674,138.6020,-43.2275,5.24,Vela
3681,23 Hya,139.1739,-6.3531,5.24,Hydra
4483,ω Vir,174.6150,8.1343,5.24,Virgo
4973,HR 4973,197.8468,-43.3686,5.24,Centaurus
5635,HR 5635,226.5696,54.5563,5.24,Boötes
6048,χ Sco,243.4621,-11.8377,5.24,Scorpius
6128,HR 6128,246.9311,-7.5979,5.24,Ophiuchus
6152,HR 6152,247.6398,20.4792,5.24,Hercules
6875,HR 6875,276.0760,-44.1103,5.24,Corona Australis
7587,HR 7587,299.2762,-58.9014,5.24,Pavo
7889,τ Cap,309.8180,-14.9548,5.24,Capricornus
8285,41 Cap,325.5029,-23.2629,5.24,Capricornus
8472,HR 8472,332.9527,56.8394,5.24,Cepheus
8670,68 Aqr,341.8880,-19.6134,5.24,Aquarius
8998,106 Aqr,356.0503,-18.2769,5.24,Aquarius
6734,τ Oph,270.7680,-8.1817,5.24,Ophiuchus
497,π Scl,25.5358,-32.3270,5.25,Sculptor
655,7 Tri,33.9845,33.3589,5.25,Triangulum
852,ν Hor,42.2559,-62.8065,5.25,Horologium
1783,8 Lep,80.8756,-13.9274,5.25,Lepus
2399,HR 2399,98.0891,-37.6967,5.25,Columba
2447,HR 2447,99.4484,-32.3397,5.25,Canis Major
3008,11 CMi,116.5675,10.7683,5.25,Canis Minor
3170,HR 3170,121.0675,-32.6748,5.25,Puppis
4042,ε Sex,154.4075,-8.0689,5.25,Sextans
4084,HR 4084,157.7707,82.5586,5.25,Camelopardalis
5823,φ Boo,234.4566,40.3534,5.25,Boötes
6549,π Ara,264.5231,-54.5004,5.25,Ara
6738,96 Her,270.5960,20.8336,5.25,Hercules
6885,HR 6885,275.7043,17.8266,5.25,Hercules
7117,HR 7117,281.4448,74.0856,5.25,Draco
7262,ι Lyr,286.8255,36.1002,5.25,Lyra
8104,HR 8104,318.2627,-39.4249,5.25,Microscopium
8640,12 Lac,340.3694,40.2254,5.25,Lacerta
8779,HR 8779,345.8869,67.2092,5.25,Cepheus
836,π Ari,42.3232,17.4643,5.26,Aries
925,Rho-3 Eri,46.0688,-7.6009,5.26,Eridanus
1356,58 Tau,65.1513,15.0955,5.26,Taurus
1327,HR 1327,65.1681,65.1404,5.26,Camelopardalis
1999,52 Ori,87.0010,6.4542,5.26,Orion
2398,49 Aur,98.8003,28.0223,5.26,Auriga
3679,HR 3679,138.5750,-55.5696,5.26,Vela
3703,HR 3703,139.5245,-51.0509,5.26,Vela
3937,ν Leo,149.5557,12.4448,5.26,Leo
3995,HR 3995,152.1783,-65.8154,5.26,Carina
4250,HR 4250,163.1285,-57.2404,5.26,Carina
4466,HR 4466,173.9816,-47.6416,5.26,Centaurus
4495,92 Leo,175.1961,21.3527,5.26,Leo
4558,HR 4558,178.6772,-25.7139,5.26,Hydra
5207,HR 5207,208.0203,-52.8115,5.26,Centaurus
5300,13 Boo,212.0722,49.4582,5.26,Boötes
5742,HR 5742,232.3511,-46.7327,5.26,Lupus
5802,16 Ser,234.1232,10.0102,5.26,Serpens
6126,HR 6126,245.4530,69.1094,5.26,Draco
7181,HR 7181,284.9395,26.2304,5.26,Lyra
8416,18 Cep,330.9706,63.1199,5.26,Cepheus
430,49 And,22.5254,47.0073,5.27,Andromeda
581,47 Cas,31.2797,77.2813,5.27,Cassiopeia
652,μ For,33.2269,-30.7238,5.27,Fornax
737,HR 737,37.8754,2.2672,5.27,Cetus
776,μ Hyi,37.9175,-79.1094,5.27,Hydrus
1005,Tau-1 Ari,50.3068,21.1471,5.27,Aries
1388,Kap-2 Tau,66.3542,22.2000,5.27,Taurus
2273,7 Mon,94.9283,-7.8229,5.27,Monoceros
2518,HR 2518,101.8392,-37.9297,5.27,Puppis
2886,68 Gem,113.4020,15.8267,5.27,Gemini
3415,HR 3415,128.8149,-58.2247,5.27,Carina
3917,31 UMa,148.9292,49.8198,5.27,Ursa Major
4017,HR 4017,153.3452,-51.2330,5.27,Vela
4120,HR 4120,157.2191,-64.1723,5.27,Carina
4521,HR 4521,176.7317,55.6282,5.27,Ursa Major
4830,HR 4830,190.7095,-63.0586,5.27,Crux
5064,68 Vir,201.6799,-12.7077,5.27,Virgo
5548,12 Lib,223.5839,-24.6422,5.27,Libra
6021,Del-2 Aps,245.1119,-78.6675,5.27,Apus
6332,59 Her,255.4015,33.5683,5.27,Hercules
6314,Eps-2 Ara,255.7863,-53.2370,5.27,Ara
7172,11 Aql,284.7739,13.6222,5.27,Aquila
7759,HR 7759,304.2304,40.3651,5.27,Cygnus
8280,λ Oct,327.7262,-82.7189,5.27,Octans
8426,20 Cep,331.2520,62.7857,5.27,Cepheus
8546,HR 8546,333.2925,86.1080,5.27,Cepheus
8987,HR 8987,355.6159,-15.4480,5.27,Aquarius
456,40 Cas,24.6289,73.0400,5.28,Cassiopeia
1210,43 Per,59.1521,50.6954,5.28,Perseus
1244,35 Eri,60.3835,-1.5497,5.28,Eridanus
1530,κ Dor,71.0881,-59.7327,5.28,Dorado
1658,106 Tau,76.9517,20.4184,5.28,Taurus
1935,Nu-2 Col,84.4359,-28.6897,5.28,Columba
1993,133 Tau,86.9288,13.8996,5.28,Taurus
2168,19 Lep,91.9235,-19.1659,5.28,Lepus
2384,HR 2384,97.4545,-50.2391,5.28,Puppis
2504,11 CMa,101.7129,-14.4260,5.28,Canis Major
2529,36 Gem,102.8877,21.7611,5.28,Gemini
3334,η Vol,125.5188,-73.4000,5.28,Volans
3486,HR 3486,131.8124,-1.8970,5.28,Hydra
3660,17 UMa,138.9575,56.7414,5.28,Ursa Major
3720,HR 3720,139.3550,-74.8943,5.28,Carina
3829,42 Lyn,144.5907,40.2398,5.28,Lynx
4519,HR 4519,176.4332,-45.6901,5.28,Centaurus
4590,HR 4590,180.2132,-19.6590,5.28,Corvus
4690,3 CVn,184.9530,48.9841,5.28,Canes Venatici
5676,χ Boo,228.6215,29.1643,5.28,Boötes
6109,ι TrA,246.9888,-64.0579,5.28,Triangulum Australe
6199,HR 6199,249.5019,56.0155,5.28,Draco
6477,HR 6477,261.7166,-45.8430,5.28,Ara
6960,HR 6960,278.4907,-33.0166,5.28,Sagittarius
7315,Ome-1 Aql,289.4542,11.5954,5.28,Aquila
7497,χ Aql,295.6417,11.8266,5.28,Aquila
7610,φ Aql,299.0594,11.4237,5.28,Aquila
7761,σ Cap,304.8483,-19.1185,5.28,Capricornus
8515,ν Ind,336.1465,-72.2554,5.28,Indus
9002,107 Aqr,356.5038,-18.6783,5.28,Aquarius
30,Gam-3 Oct,2.5094,-82.2240,5.29,Octans
37,HR 37,3.0416,-17.9383,5.29,Cetus
514,ε Scl,26.4114,-25.0526,5.29,Sculptor
567,HR 567,29.9084,64.6216,5.29,Cassiopeia
675,10 Tri,34.7375,28.6427,5.29,Triangulum
689,69 Cet,35.4860,0.3957,5.29,Cetus
717,12 Tri,37.0416,29.6693,5.29,Triangulum
1309,46 Tau,63.3879,7.7160,5.29,Taurus
1390,HR 1390,66.5263,31.4389,5.29,Perseus
1511,4 Cam,72.0010,56.7572,5.29,Camelopardalis
1757,ν Lep,79.9959,-12.3156,5.29,Lepus
1973,HR 1973,85.5633,-34.6678,5.29,Columba
2094,HR 2094,88.7087,-52.6355,5.29,Pictor
2595,HR 2595,103.9455,-22.9414,5.29,Canis Major
2786,HR 2786,109.7136,-26.5859,5.29,Canis Major
3900,22 Leo,147.9710,24.3954,5.29,Leo
4752,17 Com,187.2279,25.9129,5.29,Coma Berenices
5330,15 Boo,213.7119,10.1006,5.29,Boötes
6822,15 Sgr,273.8038,-20.7283,5.29,Sagittarius
6721,χ Oct,283.6984,-87.6058,5.29,Octans
8216,HR 8216,321.7150,48.8352,5.29,Cygnus
8229,ξ Gru,323.0245,-41.1793,5.29,Grus
8321,12 Peg,326.5182,22.9489,5.29,Pegasus
8410,32 Aqr,331.1976,-0.9063,5.29,Aquarius
175,32 And,10.2799,39.4587,5.30,Andromeda
778,η Hor,39.3514,-52.5431,5.30,Horologium
782,33 Ari,40.1711,27.0609,5.30,Aries
1069,36 Per,53.1095,46.0569,5.30,Perseus
1516,λ Pic,70.6935,-50.4813,5.30,Pictor
1494,59 Per,70.7263,43.3651,5.30,Perseus
1677,β Men,75.6792,-71.3143,5.30,Mensa
2498,HR 2498,101.4975,-14.7961,5.30,Canis Major
2727,HR 2727,108.0659,-40.4988,5.30,Puppis
2983,76 Gem,116.0288,25.7842,5.30,Gemini
3110,14 CMi,119.5861,2.2248,5.30,Canis Minor
3176,Mu-2 Cnc,121.9411,21.5818,5.30,Cancer
3500,14 Hya,132.3405,-3.4430,5.30,Hydra
3652,36 Lyn,138.4509,43.2178,5.30,Lynx
3863,HR 3863,145.1774,-57.9836,5.30,Carina
3991,HR 3991,152.5245,-12.8159,5.30,Hydra
4422,57 UMa,172.2672,39.3370,5.30,Ursa Major
6459,43 Oph,260.8400,-28.1428,5.30,Ophiuchus
6860,105 Her,274.7945,24.4461,5.30,Hercules
7476,54 Sgr,295.1808,-16.2933,5.30,Sagittarius
7624,The-2 Sgr,299.9639,-34.6978,5.30,Sagittarius
7753,24 Vul,304.1962,24.6711,5.30,Vulpecula
7794,HR 7794,305.7946,5.3430,5.30,Aquila
8032,33 Vul,314.5681,22.3259,5.30,Vulpecula
8034,ε Equ,314.7687,4.2935,5.30,Equuleus
8087,χ Cap,317.1401,-21.1937,5.30,Capricornus
8215,70 Cyg,321.8390,37.1168,5.30,Cygnus
8289,7 Peg,325.5644,5.6801,5.30,Pegasus
8804,4 And,346.9136,46.3872,5.30,Andromeda
8975,μ Scl,355.1590,-32.0731,5.30,Sculptor
9039,82 Peg,358.1546,10.9473,5.30,Pegasus
645,HR 645,33.4009,51.0658,5.31,Andromeda
670,62 And,34.8201,47.3800,5.31,Andromeda
2008,HR 2008,86.6140,-46.5972,5.31,Pictor
2969,HR 2969,116.0174,50.4338,5.31,Lynx
3551,HR 3551,133.4608,-47.5208,5.31,Vela
3694,HR 3694,139.2378,-39.4015,5.31,Vela
4365,73 Leo,168.9663,13.3076,5.31,Leo
4496,61 UMa,175.2626,34.2016,5.31,Ursa Major
4528,4 Vir,176.9788,8.2459,5.31,Virgo
4652,HR 4652,183.5113,-45.7239,5.31,Centaurus
4995,55 Vir,198.5454,-19.9309,5.31,Virgo
6142,HR 6142,247.9240,-41.8171,5.31,Scorpius
6516,HR 6516,262.5991,-1.0629,5.31,Ophiuchus
7221,HR 7221,287.4696,-68.4244,5.31,Pavo
8128,29 Cap,318.9368,-15.1715,5.31,Capricornus
8531,HR 8531,336.2346,-57.7974,5.31,Tucana
336,31 Cas,17.6637,68.7786,5.32,Cassiopeia
917,Rho-2 Eri,45.6761,-7.6855,5.32,Eridanus
1011,HR 1011,50.8050,49.2133,5.32,Perseus
1253,40 Tau,60.9358,5.4356,5.32,Taurus
1469,HR 1469,69.3070,0.9983,5.32,Taurus
1872,38 Ori,83.5699,3.7669,5.32,Orion
3043,HR 3043,117.2570,-24.9122,5.32,Puppis
3315,HR 3315,126.2656,-24.0462,5.32,Puppis
4227,53 Leo,162.3143,10.5452,5.32,Leo
4504,3 Dra,175.6183,66.7449,5.32,Draco
4712,HR 4712,185.8976,-35.4127,5.32,Centaurus
5048,HR 5048,201.3085,-64.4851,5.32,Centaurus
5523,μ Lib,222.3294,-14.1490,5.32,Libra
5558,HR 5558,223.9363,-33.8558,5.32,Centaurus
5675,3 Ser,228.7973,4.9394,5.32,Serpens
6083,HR 6083,245.6167,-49.5724,5.32,Norma
6393,37 Oph,258.1159,10.5852,5.32,Ophiuchus
7552,HR 7552,297.9608,-39.8744,5.32,Sagittarius
7612,Mu-2 Pav,300.4685,-66.9440,5.32,Pavo
7703,HR 7703,302.7995,-36.1012,5.32,Sagittarius
8048,ζ Mic,315.7415,-38.6314,5.32,Microscopium
8663,ξ Oct,342.5948,-80.1238,5.32,Octans
310,Psi-1 Psc,16.4206,21.4732,5.33,Pisces
1364,HR 1364,64.8195,-44.2679,5.33,Horologium
1562,5 Ori,73.3449,2.5082,5.33,Orion
1571,HR 1571,73.6991,7.7791,5.33,Orion
1664,14 Ori,76.9704,8.4984,5.33,Orion
3183,HR 3183,121.8252,-20.5543,5.33,Puppis
3301,Kap-1 Vol,124.9541,-71.5149,5.33,Volans
3358,HR 3358,127.2698,-47.9289,5.33,Vela
3357,θ Cnc,127.8989,18.0944,5.33,Cancer
3366,η Cnc,128.1771,20.4412,5.33,Cancer
4219,HR 4219,161.5690,-64.5146,5.33,Carina
5013,HR 5013,199.3151,13.6758,5.33,Virgo
6870,HR 6870,275.7211,-36.6696,5.33,Sagittarius
7165,HR 7165,284.5614,17.3609,5.33,Aquila
7510,ν Tel,297.0048,-56.3626,5.33,Telescopium
7645,13 Sge,300.0138,17.5165,5.33,Sagitta
8480,41 Aqr,333.5751,-21.0746,5.33,Aquarius
8940,71 Peg,353.3671,22.4988,5.33,Pegasus
594,π For,30.3114,-30.0018,5.34,Fornax
855,20 Per,43.4275,38.3375,5.34,Perseus
1153,29 Tau,56.4185,6.0500,5.34,Taurus
1341,56 Tau,64.9029,21.7735,5.34,Taurus
1746,21 Ori,79.7967,2.5958,5.34,Orion
1861,HR 1861,83.1723,-1.5918,5.34,Orion
1917,HR 1917,83.2481,-64.2275,5.34,Dorado
2223,72 Ori,93.8547,16.1432,5.34,Orion
2264,45 Aur,95.4422,53.4522,5.34,Auriga
2420,Psi-3 Aur,99.7049,39.9026,5.34,Auriga
2477,13 Lyn,101.7063,57.1692,5.34,Lynx
2520,14 Lyn,103.2711,59.4485,5.34,Lynx
2896,HR 2896,113.7867,30.9609,5.34,Gemini
3182,HR 3182,123.2033,68.4741,5.34,Ursa Major
3537,HR 3537,132.6447,-66.7930,5.34,Volans
3795,ι Cha,141.0402,-80.7869,5.34,Chamaeleon
4086,HR 4086,155.8722,-38.0098,5.34,Antlia
4604,HR 4604,181.1622,-68.3289,5.34,Musca
4620,HR 4620,182.0613,-48.6925,5.34,Centaurus
4908,HR 4908,193.9881,-56.8358,5.34,Crux
5390,HR 5390,216.2026,-24.8063,5.34,Libra
5843,χ Ser,235.4476,12.8475,5.34,Serpens
6279,53 Her,253.2419,31.7017,5.34,Hercules
7444,HR 7444,293.6719,42.4125,5.34,Cygnus
7987,HR 7987,313.4174,-39.8099,5.34,Microscopium
8344,13 Peg,327.5362,17.2859,5.34,Pegasus
8475,HR 8475,333.1993,34.6046,5.34,Pegasus
8496,42 Aqr,334.2002,-12.8314,5.34,Aquarius
8731,HR 8731,344.2688,48.6841,5.34,Lacerta
233,HR 233,12.6816,64.2475,5.35,Cassiopeia
267,Phi-3 Cet,14.0062,-11.2665,5.35,Cetus
413,ρ Psc,21.5636,19.1723,5.35,Pisces
1519,HR 1519,71.5072,11.7056,5.35,Orion
2143,40 Aur,91.6462,38.4826,5.35,Auriga
2152,37 Cam,92.4958,58.9357,5.35,Camelopardalis
2834,HR 2834,111.1827,-31.8089,5.35,Canis Major
2849,22 Lyn,112.4830,49.6725,5.35,Lynx
3422,34 Lyn,130.2544,45.8340,5.35,Lynx
3807,HR 3807,143.0803,-40.6493,5.35,Vela
5159,84 Vir,205.7655,3.5379,5.35,Virgo
5710,6 Ser,230.2583,0.7153,5.35,Serpens
5932,2 Her,238.6577,43.1386,5.35,Hercules
6001,HR 6001,242.0316,-26.3267,5.35,Scorpius
6131,HR 6131,247.4264,-46.2432,5.35,Norma
6293,54 Her,253.8424,18.4332,5.35,Hercules
6574,82 Her,264.1569,48.5856,5.35,Hercules
7122,HR 7122,284.0707,-42.7107,5.35,Corona Australis
7279,20 Aql,288.1696,-7.9395,5.35,Aquila
8512,ρ Aqr,335.0496,-7.8211,5.35,Aquarius
8887,64 Peg,350.4789,31.8125,5.35,Pegasus
8967,18 And,354.7847,50.4717,5.35,Andromeda
167,55 Psc,9.9815,21.4385,5.36,Pisces
211,57 Psc,11.6373,15.4755,5.36,Pisces
332,ι Tuc,16.8276,-61.7753,5.36,Tucana
714,λ Hor,36.2248,-60.3119,5.36,Horologium
739,75 Cet,38.0393,-1.0349,5.36,Cetus
1257,HR 1257,61.0412,2.8269,5.36,Taurus
1466,2 Cam,69.9919,53.4730,5.36,Camelopardalis
1868,HR 1868,83.3810,-1.1561,5.36,Orion
2031,55 Ori,87.8416,-7.5180,5.36,Orion
2165,36 Cam,93.2127,65.7184,5.36,Camelopardalis
2267,HR 2267,94.7108,-9.3900,5.36,Monoceros
2729,HR 2729,108.5836,3.1114,5.36,Canis Minor
2756,HR 2756,108.8378,-30.6864,5.36,Canis Major
3018,HR 3018,116.3960,-34.1724,5.36,Puppis
3114,HR 3114,119.2409,-43.5004,5.36,Puppis
3212,HR 3212,122.8875,-7.7725,5.36,Hydra
3669,Pi-2 Cnc,138.8077,14.9415,5.36,Cancer
3866,ψ Leo,145.9329,14.0217,5.36,Leo
4198,HR 4198,160.6690,-59.2158,5.36,Carina
4203,42 LMi,161.4662,30.6823,5.36,Leo Minor
4585,7 Vir,179.9871,3.6552,5.36,Virgo
5044,63 Vir,200.7546,-17.7353,5.36,Virgo
5482,HR 5482,221.3220,-62.8756,5.36,Circinus
5719,υ Lup,231.1876,-39.7103,5.36,Lupus
5814,41 Lib,234.7273,-19.3019,5.36,Libra
6455,HR 6455,260.0410,25.5376,5.36,Hercules
6819,HR 6819,274.2814,-56.0234,5.36,Telescopium
7129,HR 7129,284.1687,-37.3432,5.36,Corona Australis
8016,HR 8016,311.8897,80.5523,5.36,Draco
8501,HR 8501,334.5643,-53.6271,5.36,Grus
8980,103 Aqr,355.3937,-18.0271,5.36,Aquarius
513,HR 513,26.4969,-5.7333,5.37,Cetus
1649,Eta-1 Pic,75.7029,-49.1514,5.37,Pictor
1875,121 Tau,83.8630,24.0396,5.37,Taurus
2154,HR 2154,91.6614,-4.1938,5.37,Monoceros
2201,40 Cam,93.9189,59.9990,5.37,Camelopardalis
2377,Pi-2 Dor,96.3693,-69.6903,5.37,Dorado
2822,HR 2822,110.8708,-27.8343,5.37,Canis Major
2820,1 CMi,111.2424,11.6695,5.37,Canis Minor
3075,HR 3075,120.0490,73.9179,5.37,Camelopardalis
3951,20 LMi,150.2530,31.9237,5.37,Leo Minor
4350,HR 4350,168.1379,-49.1010,5.37,Centaurus
4760,74 UMa,187.4890,58.4057,5.37,Ursa Major
4928,9 Dra,194.9800,66.5973,5.37,Draco
5540,HR 5540,224.4713,-76.6627,5.37,Apus
6086,HR 6086,244.3139,59.7550,5.37,Draco
6094,HR 6094,246.0053,-39.1930,5.37,Scorpius
6724,7 Sgr,270.7129,-24.2825,5.37,Sagittarius
6936,HR 6936,277.7702,-32.9891,5.37,Sagittarius
7046,28 Sgr,281.5859,-22.3922,5.37,Sagittarius
7124,50 Dra,281.5927,75.4340,5.37,Draco
8444,HR 8444,332.4821,-34.0150,5.37,Piscis Austrinus
8479,HR 8479,333.0084,60.7591,5.37,Cepheus
8513,30 Peg,335.1149,5.7895,5.37,Pegasus
8774,κ Gru,346.1650,-53.9649,5.37,Grus
80,41 Psc,5.1494,8.1903,5.38,Pisces
93,12 Cas,6.1979,61.8311,5.38,Cassiopeia
131,52 Psc,8.1478,20.2943,5.38,Pisces
187,ρ Tuc,10.6180,-65.4680,5.38,Tucana
750,15 Tri,38.9450,34.6876,5.38,Triangulum
1249,HR 1249,60.6531,-0.2689,5.38,Eridanus
1367,HR 1367,65.1625,-20.6396,5.38,Eridanus
1369,χ Tau,65.6456,25.6293,5.38,Taurus
1480,HR 1480,69.7756,7.8710,5.38,Taurus
1732,HR 1732,79.7501,33.7484,5.38,Auriga
2815,HR 2815,110.1617,-52.0859,5.38,Carina
3086,85 Gem,118.9162,19.8840,5.38,Gemini
3712,HR 3712,139.3222,-68.6896,5.38,Carina
3750,HR 3750,141.9449,-6.0712,5.38,Hydra
4706,HR 4706,185.7060,-57.6761,5.38,Crux
4739,HR 4739,186.8703,-58.9918,5.38,Crux
4893,HR 4893,192.3074,83.4129,5.38,Camelopardalis
5140,HR 5140,205.5046,-58.7871,5.38,Centaurus
5413,HR 5413,217.5873,-49.5190,5.38,Lupus
5556,HR 5556,224.0718,-52.8095,5.38,Lupus
5718,50 Boo,230.4524,32.9337,5.38,Boötes
5906,HR 5906,238.4746,-24.5332,5.38,Scorpius
6458,72 Her,260.1648,32.4677,5.38,Hercules
6935,60 Ser,277.4208,-1.9853,5.38,Serpens
6983,HR 6983,278.4862,52.3535,5.38,Draco
6985,HR 6985,279.1160,9.1225,5.38,Ophiuchus
7066,HR 7066,281.8706,-5.7051,5.38,Scutum
7289,HR 7289,289.0906,-45.4660,5.38,Telescopium
7553,51 Aql,297.6949,-10.7635,5.38,Aquila
7689,27 Cyg,301.5908,35.9725,5.38,Cygnus
7901,75 Dra,307.0603,81.4227,5.38,Draco
8053,60 Cyg,315.2955,46.1558,5.38,Cygnus
8183,33 Cap,321.0400,-20.8519,5.38,Capricornus
8463,HR 8463,332.7910,50.8234,5.38,Lacerta
299,HR 299,15.7050,-46.3973,5.39,Phoenix
845,Gam-2 For,42.4757,-27.9420,5.39,Fornax
1207,HR 1207,58.9924,47.8714,5.39,Perseus
1287,44 Tau,62.7078,26.4810,5.39,Taurus
1507,HR 1507,71.1076,11.1461,5.39,Orion
1608,63 Eri,74.9602,-10.2633,5.39,Eridanus
2247,75 Ori,94.2776,9.9424,5.39,Orion
2523,HR 2523,101.7195,-51.2657,5.39,Carina
2522,HR 2522,102.2406,-15.1447,5.39,Canis Major
3082,HR 3082,121.1965,79.4796,5.39,Camelopardalis
3769,8 LMi,142.8851,35.1033,5.39,Leo Minor
4400,79 Leo,171.0097,1.4078,5.39,Leo
4453,HR 4453,173.4051,-40.5866,5.39,Centaurus
5450,HR 5450,219.3340,-46.1334,5.39,Lupus
5468,33 Boo,219.7093,44.4045,5.39,Boötes
5863,25 Ser,236.5235,-1.8042,5.39,Serpens
5968,ρ CrB,240.2612,33.3035,5.39,Corona Borealis
6016,HR 6016,242.4605,-3.4667,5.39,Serpens
6287,HR 6287,253.7299,20.9585,5.39,Hercules
6411,ι Aps,260.5245,-70.1232,5.39,Apus
6858,HR 6858,275.0366,-15.8317,5.39,Serpens
7210,HR 7210,285.0570,50.5335,5.39,Draco
7441,9 Cyg,293.7122,29.4630,5.39,Cygnus
7498,HR 7498,297.3554,-72.5034,5.39,Pavo
7858,η Del,308.4877,13.0273,5.39,Delphinus
8217,35 Vul,321.9169,27.6086,5.39,Vulpecula
8821,58 Peg,347.5061,9.8221,5.39,Pegasus
296,25 Cet,15.7606,-4.8366,5.40,Cetus
810,ι Hor,40.6390,-50.8003,5.40,Horologium
1138,HR 1138,57.3071,70.8710,5.40,Camelopardalis
1335,HR 1335,65.4484,60.7356,5.40,Camelopardalis
1430,83 Tau,67.6557,13.7244,5.40,Taurus
1808,115 Tau,81.7921,17.9622,5.40,Taurus
1914,26 Aur,84.6587,30.4924,5.40,Auriga
2405,HR 2405,99.1368,38.4455,5.40,Auriga
2819,HR 2819,110.7529,-31.9238,5.40,Canis Major
3532,57 Cnc,133.5614,30.5791,5.40,Cancer
3754,ω Leo,142.1142,9.0568,5.40,Leo
3743,Intercrus,142.1666,45.6015,5.40,Ursa Major
3815,11 LMi,143.9150,35.8101,5.40,Leo Minor
4356,69 Leo,168.4398,-0.0695,5.40,Leo
5085,HR 5085,202.1130,59.9458,5.40,Ursa Major
5405,22 Boo,216.6140,19.2269,5.40,Boötes
5730,Kap-1 Aps,232.8784,-73.3896,5.40,Apus
6108,Nu-2 CrB,245.6217,33.7035,5.40,Corona Borealis
6105,HR 6105,246.1657,-29.7047,5.40,Scorpius
7031,HR 7031,281.2382,-39.6862,5.40,Corona Australis
7209,14 Aql,285.7271,-3.6990,5.40,Aquila
7251,51 Dra,286.2299,53.3967,5.40,Draco
7225,15 Aql,286.2403,-4.0314,5.40,Aquila
7701,66 Dra,301.3867,61.9954,5.40,Draco
8137,30 Cap,319.4887,-17.9851,5.40,Capricornus
34,Kap-2 Scl,2.8934,-27.7997,5.41,Sculptor
196,HR 196,11.3216,55.2214,5.41,Cassiopeia
459,50 Cet,23.9957,-15.4002,5.41,Cetus
2602,ι Vol,102.8624,-70.9634,5.41,Volans
2678,HR 2678,106.6699,-11.2940,5.41,Canis Major
2823,HR 2823,110.8829,-32.2021,5.41,Canis Major
2875,HR 2875,112.2737,-38.8121,5.41,Puppis
2981,HR 2981,115.3159,-38.5335,5.41,Puppis
4803,HR 4803,189.4261,-27.1389,5.41,Hydra
5181,87 Vir,206.8558,-17.8598,5.41,Virgo
5365,18 Boo,214.8178,13.0043,5.41,Boötes
5848,η Lib,236.0183,-15.6728,5.41,Libra
5907,HR 5907,238.4828,-23.9781,5.41,Scorpius
6136,HR 6136,247.1416,0.6650,5.41,Ophiuchus
6377,HR 6377,257.0086,35.9352,5.41,Hercules
6507,HR 6507,262.2069,0.3306,5.41,Ophiuchus
6857,HR 6857,274.7897,7.2598,5.41,Ophiuchus
6882,HR 6882,275.5362,23.2852,5.41,Hercules
6997,HR 6997,279.1556,33.4690,5.41,Lyra
7483,14 Cyg,294.8603,42.8183,5.41,Cygnus
7531,HR 7531,297.6866,-59.1937,5.41,Pavo
7929,51 Cyg,310.5526,50.3400,5.41,Cygnus
7934,σ Pav,312.3260,-68.7765,5.41,Pavo
8110,HR 8110,318.3222,-27.6193,5.41,Microscopium
24,Kap-1 Scl,2.3378,-27.9879,5.42,Sculptor
109,HR 109,7.1104,-39.9150,5.42,Phoenix
208,23 Cas,11.9418,74.8476,5.42,Cassiopeia
373,39 Cet,19.1512,-2.5004,5.42,Cetus
408,HR 408,21.1699,-41.4925,5.42,Phoenix
543,55 And,28.3223,40.7298,5.42,Andromeda
607,60 Cet,30.7985,0.1285,5.42,Cetus
691,70 Cet,35.5517,-0.8849,5.42,Cetus
1317,HR 1317,66.7621,80.8242,5.42,Cepheus
2411,HR 2411,98.4562,-36.2320,5.42,Columba
2480,28 Gem,101.1894,28.9709,5.42,Gemini
2911,HR 2911,113.4627,-36.3384,5.42,Puppis
